,title,eid,publication year,authors,last name,first name,member id
273,Optimal duration of risperidone or olanzapine adjunctive therapy to mood stabilizer following remission of a manic episode: A CANMAT randomized double-blind trial,2-s2.0-84943655626,2016,"Yatham, L. N.;Beaulieu, S.;Schaffer, A.;Kauer-Sant'Anna, M.;Kapczinski, F.;Lafer, B.;Sharma, V.;Parikh, S. V.;Daigneault, A.;Qian, H.;Bond, D. J.;Silverstone, P. H.;Walji, N.;Milev, R.;Baruch, P.;Da Cunha, A.;Quevedo, J.;Dias, R.;Kunz, M.;Young, L. T.;Lam, R. W.;Wong, H.",Bond,David J.,14055349400
274,Mania secondary to focal brain lesions: Implications for understanding the functional neuroanatomy of bipolar disorder,2-s2.0-84969779504,2016,"Satzer, David;Bond, David J.",Bond,David J.,14055349400
275,Association of peripheral inflammation with body mass index and depressive relapse in bipolar disorder,2-s2.0-84958177917,2016,"Bond, David J.;Andreazza, Ana C.;Hughes, John;Dhanoa, Taj;Torres, Ivan J.;Kozicky, Jan Marie;Young, L. Trevor;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
276,Relationship between body mass index and hippocampal glutamate/glutamine in bipolar disorder,2-s2.0-84957866383,2016,"Bond, David J.;Da Silveira, Leonardo Evangelista;MacMillan, Erin L.;Torres, Ivan J.;Lang, Donna J.;Su, Wayne;Honer, William G.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
277,Prevalence and correlates of DSM-5 eating disorders in patients with bipolar disorder,2-s2.0-84950325461,2016,"McElroy, Susan L.;Crow, Scott;Blom, Thomas J.;Biernacka, Joanna M.;Winham, Stacey J.;Geske, Jennifer;Cuellar-Barboza, Alfredo B.;Bobo, William V.;Prieto, Miguel L.;Veldic, Marin;Mori, Nicole;Seymour, Lisa R.;Bond, David J.;Frye, Mark A.",Bond,David J.,14055349400
278,A multidisciplinary first-episode psychosis program,2-s2.0-84946831332,2015,"Charles Schulz, S.;Murray, Aimee;Silberschmidt, Amy;Bond, David J.",Bond,David J.,14055349400
279,"Corrigendum to ""A systematic review and meta-analysis of randomized controlled trials of adjunctive ketamine in electroconvulsive therapy: Efficacy and tolerability"" [J Psychiatr Res (2015) 62: 23-30]",2-s2.0-84937913868,2015,"McGirr, Alexander;Berlim, Marcelo T.;Bond, David J.;Neufeld, Nicholas H.;Chan, Peter Y.;Yatham, Lakshmi N.;Lam, Raymond W.",Bond,David J.,14055349400
280,"A systematic review and meta-analysis of randomized, double-blind, placebo-controlled trials of ketamine in the rapid treatment of major depressive episodes",2-s2.0-84927696984,2015,"McGirr, A.;Berlim, M. T.;Bond, D. J.;Fleck, M. P.;Yatham, L. N.;Lam, R. W.",Bond,David J.,14055349400
281,A systematic review and meta-analysis of randomized controlled trials of adjunctive ketamine in electroconvulsive therapy: Efficacy and tolerability,2-s2.0-84924338951,2015,"McGirr, Alexander;Berlim, Marcelo T.;Bond, David J.;Neufeld, Nicholas H.;Chan, Peter Y.;Yatham, Lakshmi N.;Lam, Raymond W.",Bond,David J.,14055349400
282,Neurocognitive functioning in overweight and obese patients with bipolar disorder: Data from the systematic treatment optimization program for early mania (STOP-EM),2-s2.0-84919439909,2014,"Silveira, Leonardo E.;Kozicky, Jan Marie;Muralidharan, Kesavan;Bücker, Joana;Torres, Ivan J.;Bond, David J.;Kapczinski, Flavio;Kauer-Sant, Marcia;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
283,"<sup>13</sup>C Magnetic resonance spectroscopy and glutamate metabolism in mood disorders: Current challenges, potential opportunities",2-s2.0-84914125151,2014,"Bond, David J.;Lim, Kelvin O.",Bond,David J.,14055349400
284,Comprehensive Pharmacologic Management of Bipolar Depression,2-s2.0-85065249174,2014,"McGirr, Alexander;Bond, David J.",Bond,David J.,14055349400
285,Body mass index-related regional gray and white matter volume reductions in first-episode mania patients,2-s2.0-84903280081,2014,"Bond, David J.;Ha, Tae Hyon;Lang, Donna J.;Su, Wayne;Torres, Ivan J.;Honer, William G.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
286,12-month longitudinal cognitive functioning in patients recently diagnosed with bipolar disorder,2-s2.0-84896705577,2014,"Torres, Ivan J.;Kozicky, Jan;Popuri, Swetha;Bond, David J.;Honer, William G.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
287,Cognitive change in the year after a first manic episode: Association between clinical outcome and cognitive performance early in the course of bipolar I disorder,2-s2.0-84903535687,2014,"Kozicky, Jan Marie;Torres, Ivan J.;Silveira, Leonardo E.;Bond, David J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
288,Childhood maltreatment and corpus callosum volume in recently diagnosed patients with bipolar I disorder: Data from the Systematic Treatment Optimization Program for Early Mania (STOP-EM),2-s2.0-84888427873,2014,"Bücker, J.;Muralidharan, K.;Torres, I. J.;Su, W.;Kozicky, J.;Silveira, L. E.;Bond, D. J.;Honer, W. G.;Kauer-Sant'Anna, M.;Lam, R. W.;Yatham, L. N.",Bond,David J.,14055349400
289,The International Society for bipolar Disorders (ISBD) task force report on antidepressant use in bipolar disorders,2-s2.0-84887436090,2013,"Pacchiarotti, Isabella;Bond, David J.;Baldessarini, Ross J.;Nolen, Willem A.;Grunze, Heinz;Licht, Rasmus W.;Post, Robert M.;Berk, Michael;Goodwin, Guy M.;Sachs, Gary S.;Tondo, Leonardo;Findling, Robert L.;Youngstrom, Eric A.;Tohen, Mauricio;Undurraga, Juan;González-Pinto, Ana;Goldberg, Joseph F.;Yildiz, Ayşegül;Altshuler, Lori L.;Calabrese, Joseph R.;Mitchell, Philip B.;Thase, Michael E.;Koukopoulos, Athanasios;Colom, Francesc;Frye, Mark A.;Malhi, Gin S.;Fountoulakis, Konstantinos N.;Vázquez, Gustavo;Perlis, Roy H.;Ketter, Terence A.;Cassidy, Frederick;Akiskal, Hagop;Azorin, Jean Michel;Valentí, Marc;Mazzei, Diego Hidalgo;Lafer, Beny;Kato, Tadafumi;Mazzarini, Lorenzo;Martínez-Aran, Anabel;Parker, Gordon;Souery, Daniel;Özerdem, Ayşegül;McElroy, Susan L.;Girardi, Paolo;Bauer, Michael;Yatham, Lakshmi N.;Zarate, Carlos A.;Nierenberg, Andrew A.;Birmaher, Boris;Kanba, Shigenobu;El-Mallakh, Rif S.;Serretti, Alessandro;Rihmer, Zoltan;Young, Allan H.;Kotzalidis, Georgios D.;Macqueen, Glenda M.;Bowden, Charles L.;Ghaemi, S. Nassir;Lopez-Jaramillo, Carlos;Rybakowski, Janusz;Ha, Kyooseob;Perugi, Giulio;Kasper, Siegfried;Amsterdam, Jay D.;Hirschfeld, Robert M.;Kapczinski, Flávio;Vieta, Eduard",Bond,David J.,14055349400
290,Efficacy of second generation antipsychotics in treating acute mixed episodes in bipolar disorder: A meta-analysis of placebo-controlled trials,2-s2.0-84882863202,2013,"Muralidharan, Kesavan;Ali, Mazen;Silveira, Leonardo E.;Bond, David J.;Fountoulakis, Konstantinos N.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
291,Relationship between frontostriatal morphology and executive function deficits in bipolar I disorder following a first manic episode: Data from the Systematic Treatment Optimization Program for Early Mania (STOP-EM),2-s2.0-84883559165,2013,"Kozicky, Jan Marie;Ha, Tae Hyon;Torres, Ivan J.;Bond, David J.;Honer, William G.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
292,The impact of childhood trauma on cognitive functioning in patients recently recovered from a first manic episode: Data from the Systematic Treatment Optimization Program for Early Mania (STOP-EM).,2-s2.0-84877720521,2013,"Bücker, J.;Kozicky, J.;Torres, I. J.;Kauer-Sant'Anna, M.;Silveira, L. E.;Bond, D. J.;Lam, R. W.;Yatham, L. N.",Bond,David J.,14055349400
293,Response to commentaries on the Canadian Network for Mood and Anxiety Treatments/International Society for Bipolar Disorders 2013 updated Bipolar Disorder Guidelines,2-s2.0-84877341145,2013,"Schaffer, Ayal;Parikh, Sagar V.;Kennedy, Sidney H.;Milev, Roumen;Frey, Benicio N.;Goldstein, Benjamin I.;Beaulieu, Serge;Alda, Martin;O'Donovan, Claire;Macqueen, Glenda;Mcintyre, Roger S.;Sharma, Verinder;Ravindran, Arun;Young, L. Trevor;Bond, David J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
294,The relationship between clinical outcomes and quality of life in first-episode mania: A longitudinal analysis,2-s2.0-84874256328,2013,"Michalak, Erin E.;Torres, Ivan J.;Bond, David J.;Lam, Raymond W.;Yatham, Lakshmi N.",Bond,David J.,14055349400
295,Systematic review of neurocognition and occupational functioning in major depressive disorder,2-s2.0-84874094484,2013,"Evans, Vanessa C.;Chan, Sarah Sl;Iverson, Grant L.;Bond, David J.;Yatham, Lakshmi N.;Lam, Raymond W.",Bond,David J.,14055349400
296,Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bipolar Disorders (ISBD) collaborative update of CANMAT guidelines for the management of patients with bipolar disorder: Update 2013,2-s2.0-84872674285,2013,"Yatham, Lakshmi N.;Kennedy, Sidney H.;Parikh, Sagar V.;Schaffer, Ayal;Beaulieu, Serge;Alda, Martin;O'Donovan, Claire;Macqueen, Glenda;Mcintyre, Roger S.;Sharma, Verinder;Ravindran, Arun;Young, L. Trevor;Milev, Roumen;Bond, David J.;Frey, Benicio N.;Goldstein, Benjamin I.;Lafer, Beny;Birmaher, Boris;Ha, Kyooseob;Nolen, Willem A.;Berk, Michael",Bond,David J.,14055349400
297,"The evolution of CANMAT Bipolar Disorder Guidelines: Past, present, and future",2-s2.0-84872661725,2013,"Yatham, Lakshmi N.;Kennedy, Sidney H.;Parikh, Sagar V.;Schaffer, Ayal;Beaulieu, Serge;Alda, Martin;O'Donovan, Claire;Macqueen, Glenda;Mcintyre, Roger S.;Sharma, Verinder;Ravindran, Arun;Young, L. Trevor;Milev, Roumen;Bond, David J.;Frey, Benicio N.;Goldstein, Benjamin I.",Bond,David J.,14055349400
298,"""Psychotherapy in the Pressure Cooker"": A Systematic Review of Single Session Psychosocial Interventions in Emergency Departments for Suicide-related Thoughts or Behaviors",2-s2.0-85164754477,2023,"Bossé Chartier, Gabrielle;Lam, Frederick;Bergmans, Yvonne;Lofchy, Jodi;Bolton, James M.;Klonsky, E. David;Zaheer, Juveria;Kealy, David",Bossé-Chartier,Gabrielle,57221873401
299,Social cognition and depression in adolescent girls,2-s2.0-85131354717,2022,"Porter-Vignola, Elyse;Booij, Linda;Dansereau-Laberge, Ève Marie;Garel, Patricia;Bossé Chartier, Gabrielle;Seni, Anne G.;Beauchamp, Miriam H.;Herba, Catherine M.",Bossé-Chartier,Gabrielle,57221873401
300,Frame Trade-Offs: On Some Therapeutic Implications of Telepsychiatry,2-s2.0-85116099592,2021,"Bossé Chartier, Gabrielle;Kealy, David",Bossé-Chartier,Gabrielle,57221873401
301,Emotional facial expression recognition and depression in adolescent girls: Associations with clinical features,2-s2.0-85100515445,2021,"Porter-Vignola, Elyse;Booij, Linda;Bossé-Chartier, Gabrielle;Garel, Patricia;Herba, Catherine M.",Bossé-Chartier,Gabrielle,57221873401
302,Peer-Mediated Pivotal Response Treatment at School for Children With Autism Spectrum Disorder,2-s2.0-85071559603,2021,"Boudreau, Ainsley M.;Lucyshyn, Joseph M.;Corkum, Penny;Meko, Katelyn;Smith, Isabel M.",Boudreau,Ainsley M.,35387416500
303,Predicting use of medications for children with ADHD: The contribution of parent social cognitions,2-s2.0-85083981094,2020,"Boudreau, Ainsley;Mah, Janet W.T.",Boudreau,Ainsley M.,35387416500
304,"Peer-Mediated Pivotal Response Treatment for Children With Autism Spectrum Disorder: Provider Perspectives on Acceptability, Feasibility, and Fit at School",2-s2.0-85047805423,2019,"Boudreau, Ainsley M.;Corkum, Penny;Smith, Isabel M.",Boudreau,Ainsley M.,35387416500
305,Mixed methods study exploring parent engagement in child health research in British Columbia,2-s2.0-85066730464,2019,"Smith, Jennifer;Pike, Ian;Brussoni, Mariana;Tucker, Lori;Mâsse, Louise;Mah, Janet W.T.;Boudreau, Ainsley;Mount, Dawn;Bonaguro, Russell;Glegg, Stephanie;Amed, S.",Boudreau,Ainsley M.,35387416500
306,A novel working memory task for preschoolers: sensitivity to age differences from 3-5 years,2-s2.0-85020121834,2018,"Boudreau, Ainsley M.;Dempsey, Erin E.;Smith, Isabel M.;Garon, Nancy",Boudreau,Ainsley M.,35387416500
307,Peer-Mediated Pivotal Response Treatment for Young Children With Autism Spectrum Disorders: A Systematic Review,2-s2.0-84938303905,2015,"Boudreau, Ainsley M.;Corkum, Penny;Meko, Katelyn;Smith, Isabel M.",Boudreau,Ainsley M.,35387416500
308,Trauma exposure and psychometric properties of the life events checklist among adults in South Africa,2-s2.0-85147774312,2023,"Stevenson, Anne;Beltran, Marine;Misra, Supriya;Ametaj, Amantia A.;Bronkhorst, Aletta;Gelaye, Bizu;Koenen, Karestan C.;Pretorius, Adele;Stein, Dan J.;Zingela, Zukiswa",Bronkhorst,Aletta,56270019700
309,Developing a healthcare worker psychological preparedness support programme for the COVID-19 outbreak,2-s2.0-85126476398,2022,"Zingela, Zukiswa;van Wyk, Stephan;Bronkhorst, Aletta;Groves, Carmenita",Bronkhorst,Aletta,56270019700
310,Fatal nevirapine-induced stevens-johnson syndrome with HIV-associated mania,2-s2.0-84904253781,2014,"Zingela, Z.;Bronkhorst, A.;Qwesha, W. M.;Magigaba, B. P.",Bronkhorst,Aletta,56270019700
311,Optical opening of the blood-brain barrier for targeted and ultra-sparse viral infection of cells in mouse cortex,2-s2.0-85162208350,2023,"Reeson, Patrick;Boghozian, Roobina;Cota, Ana Paula;Brown, Craig E.",Brown,Craig E.,7408311558
312,Sex and interferon gamma signaling regulate microglia migration in the adult mouse cortex in vivo,2-s2.0-85164287820,2023,"Boghozian, Roobina;Sharma, Sorabh;Narayana, Kamal;Cheema, Manjinder;Brown, Craig E.",Brown,Craig E.,7408311558
313,Behavioral and Neural Activity-Dependent Recanalization of Plugged Capillaries in the Brain of Adult and Aged Mice,2-s2.0-85133381797,2022,"Reeson, Patrick;Schager, Ben;Van Sprengel, Myrthe;Brown, Craig E.",Brown,Craig E.,7408311558
314,Microvascular basis of cognitive impairment in type 1 diabetes,2-s2.0-85109435359,2022,"Sharma, Sorabh;Brown, Craig E.",Brown,Craig E.,7408311558
315,Longitudinal functional imaging of VIP interneurons reveals sup-population specific effects of stroke that are rescued with chemogenetic therapy,2-s2.0-85117694801,2021,"Motaharinia, Mohamad;Gerrow, Kim;Boghozian, Roobina;White, Emily;Choi, Sun Eui;Delaney, Kerry R.;Brown, Craig E.",Brown,Craig E.,7408311558
316,Invasion of phagocytic Galectin 3 expressing macrophages in the diabetic brain disrupts vascular repair,2-s2.0-85113276440,2021,"Mehina, Eslam M.F.;Taylor, Stephanie;Boghozian, Roobina;White, Emily;Choi, Sun Eui;Cheema, Manjinder S.;Korbelin, Jakob;Brown, Craig E.",Brown,Craig E.,7408311558
317,New Vistas in Stroke Treatment: Targeting the Endothelium to Restore Blood Flow,2-s2.0-85101276247,2021,"Reeson, Patrick;Brown, Craig E.",Brown,Craig E.,7408311558
318,Susceptibility to capillary plugging can predict brain region specific vessel loss with aging,2-s2.0-85077578767,2020,"Schager, Ben;Brown, Craig E.",Brown,Craig E.,7408311558
319,Pannexin 1 regulates network ensembles and dendritic spine development in cortical neurons,2-s2.0-85067375996,2019,"Sanchez-Arias, Juan C.;Liu, Mei;Choi, Catherine S.W.;Ebert, Sarah N.;Brown, Craig E.;Swayne, Leigh Anne",Brown,Craig E.,7408311558
320,Suppressing interferon-γ stimulates microglial responses and repair of microbleeds in the diabetic brain,2-s2.0-85054435570,2018,"Taylor, Stephanie;Mehina, Eslam;White, Emily;Reeson, Patrick;Yongblah, Kevin;Doyle, Kristian P.;Brown, Craig E.",Brown,Craig E.,7408311558
321,VEGF signaling regulates the fate of obstructed capillaries in mouse cortex,2-s2.0-85051851798,2018,"Reeson, Patrick;Choi, Kevin;Brown, Craig E.",Brown,Craig E.,7408311558
322,Optogenetic rewiring of thalamocortical circuits to restore function in the stroke injured brain,2-s2.0-85021406946,2017,"Tennant, Kelly A.;Taylor, Stephanie L.;White, Emily R.;Brown, Craig E.",Brown,Craig E.,7408311558
323,Structural Neural Plasticity During Stroke Recovery,2-s2.0-85032168848,2017,"Gerrow, Kimberly;Brown, Craig E.",Brown,Craig E.,7408311558
324,Illuminating the effects of stroke on the diabetic brain: Insights from imaging neural and vascular networks in experimental animal models,2-s2.0-84975799376,2016,"Reeson, Patrick;Jeffery, Andrew;Brown, Craig E.",Brown,Craig E.,7408311558
325,Ultrastructural analysis of blood-brain barrier breakdown in the peri-infarct zone in young adult and aged mice,2-s2.0-84961289369,2016,"Nahirney, Patrick C.;Reeson, Patrick;Brown, Craig E.",Brown,Craig E.,7408311558
326,"VEGF can protect against blood brain barrier dysfunction, dendritic spine loss and spatial memory impairment in an experimental model of diabetes",2-s2.0-84926374530,2015,"Taylor, Stephanie L.;Trudeau, Dustin;Arnold, Brendan;Wang, Joshua;Gerrow, Kim;Summerfeldt, Kieran;Holmes, Andrew;Zamani, Akram;Brocardo, Patricia S.;Brown, Craig E.",Brown,Craig E.,7408311558
327,Delayed inhibition of VEGF signaling after stroke attenuates blood–brain barrier breakdown and improves functional recovery in a comorbidity-dependent manner,2-s2.0-84926389854,2015,"Reeson, Patrick;Tennant, Kelly A.;Gerrow, Kim;Wang, Josh;Novak, Sammy Weiser;Thompson, Kelsey;Lockhart, Krista Linn;Holmes, Andrew;Nahirney, Patrick C.;Brown, Craig E.",Brown,Craig E.,7408311558
328,Induction of ischemic stroke in awake freely moving mice reveals that isoflurane anesthesia can mask the benefits of a neuroprotection therapy,2-s2.0-84904736478,2014,"Seto, Angela;Taylor, Stephanie;Trudeau, Dustin;Swan, Ian;Leung, Jay;Reeson, Patrick;Delaney, Kerry R.;Brown, Craig E.",Brown,Craig E.,7408311558
329,Diabetes augments in vivo microvascular blood flow dynamics after stroke,2-s2.0-84889059035,2013,"Tennant, Kelly A.;Brown, Craig E.",Brown,Craig E.,7408311558
330,Stroke induces long-lasting deficits in the temporal fidelity of sensory processing in the somatosensory cortex,2-s2.0-84871922901,2013,"Sweetnam, Danielle A.;Brown, Craig E.",Brown,Craig E.,7408311558
331,Postoperative delirium following transcatheter aortic valve implantation: a historical cohort study,2-s2.0-84922095812,2015,"Tse, Lurdes;Bowering, John B.;Schwarz, Stephan K.W.;Moore, Randell L.;Burns, Kyle D.;Barr, Alasdair M.",Burns,Kyle D.,55392034400
