,Last Name,First Name,Affiliation,City,Country,Scopus Author ID,ORCID,Research Areas,Warnings
26,Au,Chihung,Queen Mary Hospital Hong Kong,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",57205304113,,MEDI (7); NEUR (2); NURS (1),affiliation not in list
27,Au,Raymond,,,,,,,no profile found
28,Austin,Jehannine C.,"University of British Columbia, Faculty of Medicine","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",7402093250,0000-0003-0338-7055,MEDI (264); BIOC (47); NEUR (37),
29,Awe,Ayodeji,"Federal University, Oye-Ekiti","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",57366420700,,MULT (1),affiliation not in list subject mismatch; 
30,Aydin,Cristina,,,,,,,no profile found
31,Azarbar,Ataa,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",57193737040,,MEDI (2); PSYC (1); NEUR (1),
32,Azim,Hassan,,,,,,,no profile found
33,Baer,Susan,,,,,,,no profile found
34,Bailey,Anthony,,,,,,,no profile found
35,Bains,Ramnique,,,,,,,no profile found
36,Balakrishnan,Pradeep,,,,,,,no profile found
